run_key,seed,epoch,metric,value
gate_config2_L4,42,2,val_ppl,129.39400065540602
gate_config2_L4,42,3,val_ppl,128.9005109078237
gate_config2_L4,42,4,val_ppl,133.29376312837337
gate_config2_L4,42,5,val_ppl,143.0100135657488
gate_config2_L4,113,0,train_loss,5.825684876007549
gate_config2_L4,113,1,train_loss,4.833277436131138
gate_config2_L4,113,2,train_loss,4.368590476906906
gate_config2_L4,113,3,train_loss,4.036221881286573
gate_config2_L4,113,4,train_loss,3.7680958501868327
gate_config2_L4,113,5,train_loss,3.532480163846986
gate_config2_L4,113,0,val_loss,5.264886671203678
gate_config2_L4,113,1,val_loss,4.957078020451433
gate_config2_L4,113,2,val_loss,4.875579537981648
gate_config2_L4,113,3,val_loss,4.861782382100316
gate_config2_L4,113,4,val_loss,4.906813117407136
gate_config2_L4,113,5,val_loss,4.9740927431543
gate_config2_L4,113,0,train_ppl,338.8931534061705
gate_config2_L4,113,1,train_ppl,125.62200479875533
gate_config2_L4,113,2,train_ppl,78.93229635862198
gate_config2_L4,113,3,train_ppl,56.61205120076402
gate_config2_L4,113,4,train_ppl,43.297541287033674
gate_config2_L4,113,5,train_ppl,34.2087056842596
gate_config2_L4,113,0,val_ppl,193.42438699230271
gate_config2_L4,113,1,val_ppl,142.1777478795415
gate_config2_L4,113,2,val_ppl,131.0500797062373
gate_config2_L4,113,3,val_ppl,129.2543776051287
gate_config2_L4,113,4,val_ppl,135.20783558057505
gate_config2_L4,113,5,val_ppl,144.61756034010986
gate_config2_L4,192,0,train_loss,5.825672357769336
gate_config2_L4,192,1,train_loss,4.836380735039711
gate_config2_L4,192,2,train_loss,4.370793640234713
gate_config2_L4,192,3,train_loss,4.039058702855797
gate_config2_L4,192,4,train_loss,3.770162237271414
gate_config2_L4,192,5,train_loss,3.535067543261132
gate_config2_L4,192,0,val_loss,5.253332850286516
gate_config2_L4,192,1,val_loss,4.949237106210094
gate_config2_L4,192,2,val_loss,4.84849254761712
gate_config2_L4,192,3,val_loss,4.837478524042388
gate_config2_L4,192,4,val_loss,4.873015514874862
gate_config2_L4,192,5,val_loss,4.957572121741408
gate_config2_L4,192,0,train_ppl,338.8889110875006
gate_config2_L4,192,1,train_ppl,126.01245295445807
gate_config2_L4,192,2,train_ppl,79.10638880596736
gate_config2_L4,192,3,train_ppl,56.7728774985888
gate_config2_L4,192,4,train_ppl,43.3871032701371
gate_config2_L4,192,5,train_ppl,34.29733118959348
gate_config2_L4,192,0,val_ppl,191.20245687253893
gate_config2_L4,192,1,val_ppl,141.0673034901698
gate_config2_L4,192,2,val_ppl,127.54797235750388
gate_config2_L4,192,3,val_ppl,126.15086399867253
gate_config2_L4,192,4,val_ppl,130.714494681454
gate_config2_L4,192,5,val_ppl,142.24801544639269
gate_config3_L4,42,0,train_loss,5.886299840979657
gate_config3_L4,42,1,train_loss,4.863640452845622
gate_config3_L4,42,2,train_loss,4.384734025572316
gate_config3_L4,42,3,train_loss,4.041361405814098
gate_config3_L4,42,4,train_loss,3.7648202771857635
gate_config3_L4,42,5,train_loss,3.5274558107731706
gate_config3_L4,42,0,val_loss,5.283826794664739
gate_config3_L4,42,1,val_loss,4.949556616403289
gate_config3_L4,42,2,val_loss,4.855687809192528
gate_config3_L4,42,3,val_loss,4.840798076936754
gate_config3_L4,42,4,val_loss,4.8633987358060935
gate_config3_L4,42,5,val_loss,4.942307885420525
gate_config3_L4,42,0,train_ppl,360.0704983325178
gate_config3_L4,42,1,train_ppl,129.4947646417598
gate_config3_L4,42,2,train_ppl,80.21688473527409
gate_config3_L4,42,3,train_ppl,56.90375920456911
gate_config3_L4,42,4,train_ppl,43.15594905422835
gate_config3_L4,42,5,train_ppl,34.03726013086615
gate_config3_L4,42,0,val_ppl,197.122782234311
gate_config3_L4,42,1,val_ppl,141.11238313288055
gate_config3_L4,42,2,val_ppl,128.46902300850817
gate_config3_L4,42,3,val_ppl,126.57032428951295
gate_config3_L4,42,4,val_ppl,129.46346733331495
gate_config3_L4,42,5,val_ppl,140.09319579930093
gate_config3_L4,113,0,train_loss,5.877445578322572
gate_config3_L4,113,1,train_loss,4.854679941499637
gate_config3_L4,113,2,train_loss,4.373330803872165
gate_config3_L4,113,3,train_loss,4.026403673372026
gate_config3_L4,113,4,train_loss,3.7492029855059363
gate_config3_L4,113,5,train_loss,3.509640332500813
gate_config3_L4,113,0,val_loss,5.2829277656846125
gate_config3_L4,113,1,val_loss,4.947602541769966
